"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"98588427","Steam Knight - BULLauncher","Normal Monster","''""""BULLauncher"""" is a support machine specializing in bombardment and daytime combat that not only has the constantly refined """"Coc-OS"""" and """"BFS Armor"""", but it also has 3 """"Foil-Packers"""" installed within it under orders of """"Madera"""" after repeated trial and error. By installing a """"Beef-Rifle"""" or other armaments, it can be used as medium- and long-range support for the """"Steam Knights"""" and their operations. Also, """"BULLauncher"""" can be combined with """"WINGear"""", which specializes in high-speed aerial combat, and """"BOARms"""", which specializes in melee and assault combat, to cause the high-calorie """"Steam Jushin - BW"""" to descend upon this world.''","1800","200","","","","Beast-Warrior","FIRE","","","","","","",""
"98585345","Winged Kuriboh LV10","Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned with """"Transcendent Wings"""". During your opponent's Battle Phase (Quick Effect): You can Tribute this face-up card; destroy as many Attack Position monsters your opponent controls as possible, and if you do, inflict damage to your opponent equal to the combined original ATK of those destroyed monster(s).","300","200","","","","Fairy","LIGHT","","","","","","",""
"98582704","Wing Egg Elf","Normal Monster","''This fairy in an eggshell uses massive wings to blow back almost any projectile attack.''","500","1300","","","","Fairy","LIGHT","","","","","","",""
"98570539","Dream Mirror of Chaos","Quick-Play Spell","Fusion Summon 1 """"Dream Mirror"""" Fusion Monster from your Extra Deck, using monsters you control as Fusion Material. If """"Dream Mirror of Joy"""" is in a Field Zone, you can also use monsters in your hand as Fusion Material. If """"Dream Mirror of Terror"""" is in a Field Zone, you can also banish monsters from your GY as Fusion Material. You can only activate 1 """"Dream Mirror of Chaos"""" per turn.","None","None","","","","Quick-Play","","","","","","","",""
"98567237","Fiendsmith's Tract","Normal Spell","Add 1 LIGHT Fiend monster from your Deck to your hand, then discard 1 card. You can banish this card from your GY; Fusion Summon 1 """"Fiendsmith"""" Fusion Monster from your Extra Deck, using monsters from your hand or field. You can only use each effect of """"Fiendsmith's Tract"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"98558751","T.G. Wonder Magician","Synchro Tuner Effect Monster","1 Tuner + 1+ non-Tuner """"T.G."""" monsters If this card is Synchro Summoned: Target 1 Spell/Trap on the field; destroy that target. If this card on the field is destroyed: Draw 1 card. Once per Chain, during your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control.","1900","0","","","","Spellcaster","LIGHT","","","","","","",""
"98555327","Galaxy Wizard","Effect Monster","Once per turn: You can increase this card's Level by 4 until the end of this turn. You can Tribute this card; add 1 """"Galaxy"""" card from your Deck to your hand, except """"Galaxy Wizard"""".","0","1800","","","","Spellcaster","LIGHT","","","","","","",""
"98552723","Restoration of the Monarchs","Equip Spell","Activate this card by targeting 1 monster in your GY with 2400 ATK/1000 DEF, or 2800 ATK/1000 DEF; Special Summon it in Defense Position, but negate its effects, also equip it with this card. When this card leaves the field, destroy that monster. The equipped monster can be treated as 2 Tributes for a Tribute Summon. You can only activate 1 """"Restoration of the Monarchs"""" per turn.","None","None","","","","Equip","","","","","","","",""
"98535702","Damage Vaccine Omega MAX","Normal Trap","When you take damage by battle or by a card effect: Gain Life Points equal to the damage you took.","None","None","","","","Normal","","","","","","","",""
"9852718","Break Away","Normal Trap","During your opponent's Battle Phase: Send 1 Spell from your hand to the GY; end the Battle Phase, then face-up monsters currently on the field have their effects negated until the end of this turn.","None","None","","","","Normal","","","","","","","",""
"98520301","Asset Mountis","Effect Monster","If your opponent controls a Level 6 or lower monster: You can Special Summon this card from your hand. If you have more cards in your hand than your opponent: You can change the battle positions of all monsters on the field, all other Insect monsters on the field become the same Attribute and Level as this card, also you cannot Special Summon monsters for the rest of this turn, except Insect monsters. If this card is destroyed: You can add 1 Level 8 or higher Insect monster from your Deck to your hand. You can only use each effect of """"Asset Mountis"""" once per turn.","2300","2000","","","","Insect","LIGHT","","","","","","",""
"98506199","Wind Pegasus @Ignister","Synchro Effect Monster","1 Tuner + 1+ non-Tuner monsters During your Main Phase: You can destroy Spells/Traps your opponent controls, up to the number of """"@Ignister"""" monsters you control. If another card(s) you control is destroyed by battle or an opponent's card effect, while this card is on the field or in the GY: You can banish this card, then target 1 card your opponent controls; shuffle it into the Deck. You can only use each effect of """"Wind Pegasus @Ignister"""" once per turn.","2300","1500","","","","Cyberse","WIND","","","","","","",""
"98502113","Dark Paladin","Fusion Effect Monster","""""Dark Magician"""" + """"Buster Blader"""" Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.","2900","2400","","","","Spellcaster","DARK","","","","","","",""
"98495314","Sword of Deep-Seated","Equip Spell","The equipped monster gains 500 ATK/DEF. If this card is sent to your GY: Place it on top of your Deck.","None","None","","","","Equip","","","","","","","",""
"98494543","Magical Stone Excavation","Normal Spell","Discard 2 cards, then target 1 Spell in your GY; add it to your hand.","None","None","","","","Normal","","","","","","","",""
"9848939","Woodland Archer","Effect Monster","This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by having 2 or more Normal Monsters in your Graveyard. You can Tribute this card to add 1 Gemini monster from your Deck to your hand.","1400","1300","","","","Beast-Warrior","EARTH","","","","","","",""
"98477480","Barrier of the Voiceless Voice","Continuous Spell","While you control """"Lo, the Prayers of the Voiceless Voice"""" and a LIGHT Ritual Monster, your opponent's monsters can only target Ritual Monsters for attacks, also your opponent cannot target LIGHT monsters you control with card effects. During your Main Phase: You can add 1 """"Voiceless Voice"""" card or 1 """"Skull Guardian"""" Ritual Monster from your Deck to your hand, except """"Barrier of the Voiceless Voice"""". You can only use this effect of """"Barrier of the Voiceless Voice"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"98462037","Sky Striker Ace - Azalea","Link Effect Monster","2 LIGHT and/or DARK monsters Must be Link Summoned. You can only Special Summon """"Sky Striker Ace - Azalea(s)"""" once per turn. If this card is Special Summoned: You can target 1 card on the field; destroy it, then, if you have 3 or less Spells in your GY, send this card to the GY. Once per turn, at the start of the Damage Step, if this card battles an opponent's monster: You can banish 1 Spell from your GY; destroy that opponent's monster.","1500","None","","","","Machine","DARK","","","","","","",""
"9845733","Emblem of the Awakening","Ritual Spell","This card is used to Ritual Summon """"Cu Chulainn the Awakened"""". You must also Tribute monsters whose total Levels equal 4 or more from the field or your hand.","None","None","","","","Ritual","","","","","","","",""
"98456117","Boneheimer","Normal Monster","This monster wanders the seas, sucking dry any creatures it may encounter.","850","400","","","","Aqua","WATER","","","","","","",""
"98452268","Odd-Eyes Rebellion Dragon Overlord","Xyz Pendulum Effect Monster","2 Level 7 monsters You can also Xyz Summon this card by using a """"Rebellion"""" Xyz Monster you control as material. (Transfer its materials to this card.) If you can Pendulum Summon Level 7, you can Pendulum Summon this face-up card from your Extra Deck. This card that was Xyz Summoned using a Rank 7 Xyz Monster as material can make up to 3 attacks during each Battle Phase. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone. You can only Special Summon """"Odd-Eyes Rebellion Dragon Overlord(s)"""" once per turn.","3000","2500","","","","Dragon","DARK","","","","","","",""
